policy,macro_f1,tail_f1,benign_f1,accuracy,attack_called_benign,benign_called_attack,changed,H,D
global,0.6839403503794164,0.09774386657446563,0.9106389854364749,0.8875690390069564,0.05349119223095454,0.1398756835438058,0,0,0
regime_route,0.6749202206220313,0.08050628440020174,0.8913604220779953,0.8679244784685457,0.0025958684308539657,0.194858312611663,158688,52983,97610
regime_route+V,0.7678341638208448,0.10126487006657917,0.9285820802603728,0.9108918648972608,0.007222032025742989,0.12992928178894148,52983,52983,0
class_route,0.688054206912956,0.08607325903528229,0.8973888386236231,0.8770563136438729,0.004164675873848319,0.18429059989066013,140462,56129,80011
class_route+V,0.7766324863368377,0.10165598190681277,0.9287886453541917,0.9122767168356354,0.005804963751895172,0.13023247611412045,56129,56129,0
union,0.7827987974671419,0.10688653926923472,0.933088602405396,0.917994843561473,0.0015713155284347916,0.12468680094037721,69119,69119,0
