budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,1000000,497.6,0.754933,0.532308,0.984097,0.915874,0.994994,1.0,0.999469
