beta,T,tune_balanced_nll
0.0,0.8,4.184279
0.0,1.0,3.637117
0.0,1.25,3.271126
0.5,0.8,8.024813
0.5,1.0,6.689179
0.5,1.25,5.702357
1.0,0.8,13.584749
1.0,1.0,11.076166
1.0,1.25,9.143343
