beta,T,tune_balanced_nll
0.0,0.8,4.493519
0.0,1.0,3.765834
0.0,1.25,3.288478
0.5,0.8,5.936556
0.5,1.0,4.975938
0.5,1.25,4.314717
1.0,0.8,7.958364
1.0,1.0,6.684423
1.0,1.25,5.770287
