beta,T,tune_balanced_nll
0.0,0.8,7.340297
0.0,1.0,6.149659
0.0,1.25,5.26135
0.5,0.8,10.853173
0.5,1.0,8.887695
0.5,1.25,7.403315
1.0,0.8,15.02159
1.0,1.0,12.193923
1.0,1.25,10.008182
