beta,T,tune_balanced_nll
0.0,0.8,8.542378
0.0,1.0,7.081408
0.0,1.25,6.055454
0.5,0.8,18.420664
0.5,1.0,15.010819
0.5,1.25,12.403399
1.0,0.8,30.995821
1.0,1.0,25.111928
1.0,1.25,20.520765
