beta,T,tune_balanced_nll
0.0,0.8,6.719863
0.0,1.0,5.683197
0.0,1.25,4.938595
0.5,0.8,11.19028
0.5,1.0,9.162617
0.5,1.25,7.644464
1.0,0.8,16.652712
1.0,1.0,13.504284
1.0,1.25,11.064824
