beta,T,tune_balanced_nll
0.0,0.8,2.173051
0.0,1.0,2.057419
0.0,1.25,2.054642
0.5,0.8,8.835701
0.5,1.0,7.303182
0.5,1.25,6.185797
1.0,0.8,19.84591
1.0,1.0,16.018833
1.0,1.25,13.04513
