beta,T,tune_balanced_nll
0.0,0.8,4.839915
0.0,1.0,4.137757
0.0,1.25,3.707324
0.5,0.8,7.515433
0.5,1.0,6.311439
0.5,1.25,5.467323
1.0,0.8,11.524186
1.0,1.0,9.551322
1.0,1.25,8.080858
