arm,window,quota,model,split,seed,rows,accuracy,macro_f1,tail_f1,benign_fpr,predict_seconds,fit_seconds,gpu_peak_gib
full_natural,full,natural,xgboost_c0,val,42,5504048,0.9332796516309451,0.7868685863352162,0.607954414576279,0.015502724179842886,16.1390118598938,3.8608691692352295,
full_natural,full,natural,xgboost_c0,test,42,5504060,0.893755518653503,0.7107622207106713,0.37929099772439356,0.08135136390542763,16.287736177444458,3.8608691692352295,
full_natural,full,natural,tabpfn,val,42,5504048,0.9387854175690328,0.7883571222548832,0.6143066867615707,0.0008798722741080178,908.0823810100555,17.788897275924683,3.023561954498291
full_natural,full,natural,tabpfn,test,42,5504060,0.8876205927987704,0.6733948135022294,0.2139373209169144,0.08245872195576287,907.8684377670288,17.788897275924683,3.023561954498291
