class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,129192,129192,0,3494398,3494398
bot,4,4,0,41415,41415
brute_force,21110,21110,0,77344,77344
ddos,9,9,0,219276,219276
dos,2,2,0,19762,19762
infiltration,6448,6448,0,11851,11851
web_attacks,2078,2078,0,225,225
