expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.19906046781642922,0.02585
1,bot,31156,0.15051409478811328,0.8316857106175376
1,brute_force,86279,0.706733792516209,1.0
1,ddos,100000,0.07804618655081996,0.79609
1,dos,45446,-12.682512600368602,0.24609426572195572
1,infiltration,28224,21.893464188802607,0.9293154761904762
1,web_attacks,381,871.39145521149,0.989501312335958
2,benign,100000,-0.07084461120892711,0.03295
2,bot,31156,0.622939252546838,1.0
2,brute_force,86279,-0.08679094074604797,0.12949848746508422
2,ddos,100000,0.09701447848664378,0.99875
2,dos,45446,26.20081944742396,0.9927386348633543
2,infiltration,28224,18.68002072855844,0.953514739229025
2,web_attacks,381,1019.0128812870422,1.0
3,benign,100000,-0.07068292899718784,0.04381
3,bot,31156,0.6229274377767138,1.0
3,brute_force,86279,2.95755221477481,1.0
3,ddos,100000,0.0981183283826964,0.99913
3,dos,45446,26.638657065024162,0.9999559917264446
3,infiltration,28224,18.703758997896905,0.9600694444444444
3,web_attacks,381,972.5483300567643,1.0
4,benign,100000,-0.06518533221485283,0.10609
4,bot,31156,0.617749417996096,1.0
4,brute_force,86279,-0.19492715617542106,0.00011590305868171861
4,ddos,100000,0.09802641116978687,0.99837
4,dos,45446,-0.7560990147063537,0.48257272367205034
4,infiltration,28224,13.467899674837316,0.8903061224489796
4,web_attacks,381,494.507584805172,0.9606299212598425
5,benign,100000,-0.07323575768542387,0.02694
5,bot,31156,0.523906694786456,0.9999037103607652
5,brute_force,86279,-0.0015638026832926254,0.14613057638591082
5,ddos,100000,0.09602217390385777,0.98842
5,dos,45446,-1.3429493574345015,0.364718567090613
5,infiltration,28224,17.87489748034453,0.9246740362811792
5,web_attacks,381,966.6755694484517,1.0
6,benign,100000,-0.0758013313697383,0.00365
6,bot,31156,-0.16969391861143,0.03793811785851842
6,brute_force,86279,-0.008934318379581328,0.3087309774104939
6,ddos,100000,0.07933631351372088,0.94415
6,dos,45446,3.704547278551124,0.5095717994983057
6,infiltration,28224,17.210682206528205,0.922548185941043
6,web_attacks,381,577.453493640981,0.5144356955380578
