round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.746,42,,dropped(min-support)
0,3,0.7529,0,,dropped(min-support)
0,2,0.5138,5097,5.2871,kept(prune off)
0,4,0.525,5175,9.791,kept(prune off)
0,5,0.7319,74174,1.2028,kept(prune off)
0,6,0.4111,117432,0.0011,kept(prune off)
0,7,0.477,142,4.495,kept(prune off)
0,8,0.4811,60,0.0,kept(prune off)
