class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3494398,0,0,8528,0
bot,41542,41415,0,0,127,0
brute_force,115040,77344,0,0,37696,0
ddos,264872,219276,0,0,45596,0
dos,60594,19762,0,0,40832,0
infiltration,37631,11851,0,0,25780,0
web_attacks,509,225,0,0,284,0
