arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
legacy,cal_confirm,benign,268,0.02504050670201797,0.02504050670201797,0.0,0.012687198368078014,0.9514925373134329,0,0,0.0
legacy,cal_confirm,ddos,14978,0.0,0.0,0.0,0.0,0.0,0,0,0.0
legacy,cal_confirm,dos,14996,0.0,0.0,0.0,0.0,0.0,0,0,0.0
legacy,cal_confirm,reconnaissance,666,0.11528734629807273,0.11528734629807273,0.0,0.06119803721877604,0.9924924924924925,0,0,0.0
legacy,cal_confirm,theft,9,0.6153846153846154,0.6153846153846154,0.0,0.47058823529411764,0.8888888888888888,0,0,0.0
global,full_test,benign,7475,0.006774398043070158,0.006774398043070158,0.0,0.003400752415802873,0.8498996655518395,0,0,0.0
global,full_test,ddos,1425033,0.0,0.0,0.0,0.0,0.0,0,0,0.0
global,full_test,dos,1576325,0.0005707853054494141,0.0005707853054494141,0.0,1.0,0.0002854741249425087,0,0,0.0
global,full_test,reconnaissance,266491,0.3185017448048801,0.3185017448048801,0.0,0.1894186792079968,0.9999099406734187,0,0,0.0
global,full_test,theft,81,0.6923076923076923,0.6923076923076923,0.0,0.72,0.6666666666666666,0,0,0.0
correctness_oracle,full_test,benign,7475,0.006774398043070158,0.00731100835520968,0.0005366103121395224,0.0036701273680830567,0.9174581939799331,505,0,0.06755852842809365
correctness_oracle,full_test,ddos,1425033,0.0,0.0004069250219599193,0.0004069250219599193,0.9965635738831615,0.00020350405920424298,290,0,0.00020350405920424298
correctness_oracle,full_test,dos,1576325,0.0005707853054494141,0.0012527634020641433,0.0006819780966147292,1.0,0.0006267743009848858,538,0,0.000341300176042377
correctness_oracle,full_test,reconnaissance,266491,0.3185017448048801,0.3187809595810371,0.00027921477615699963,0.18961298433879042,1.0,24,0,9.005932658138548e-05
correctness_oracle,full_test,theft,81,0.6923076923076923,0.9875,0.29519230769230775,1.0,0.9753086419753086,25,0,0.30864197530864196
expert1_always,full_test,benign,7475,0.006774398043070158,0.02518991661473634,0.018415518571666185,0.012772023794970557,0.9084949832775919,438,0,0.05859531772575251
expert1_always,full_test,ddos,1425033,0.0,0.0,0.0,0.0,0.0,0,0,0.0
expert1_always,full_test,dos,1576325,0.0005707853054494141,0.0012525362909078922,0.0006817509854584781,0.7755102040816326,0.0006267743009848858,538,0,0.000341300176042377
expert1_always,full_test,reconnaissance,266491,0.3185017448048801,0.177087873091224,-0.14141387171365608,0.09715047923625665,0.9994821588721571,3,117,-0.0004277818012615811
expert1_always,full_test,theft,81,0.6923076923076923,0.18396226415094338,-0.5083454281567489,0.1016949152542373,0.9629629629629629,24,0,0.2962962962962963
expert2_always,full_test,benign,7475,0.006774398043070158,0.005171693250679111,-0.0016027047923910468,0.002593184378028656,0.9138461538461539,480,2,0.06394648829431439
expert2_always,full_test,ddos,1425033,0.0,0.00040245624515334704,0.00040245624515334704,0.23738626964433415,0.00020139884479868187,287,0,0.00020139884479868187
expert2_always,full_test,dos,1576325,0.0005707853054494141,0.00016364504754903486,-0.0004071402579003793,0.5,8.18359158168525e-05,129,450,-0.00020363820912565618
expert2_always,full_test,reconnaissance,266491,0.3185017448048801,0.5866787052224226,0.2681769604175425,0.4155815520878454,0.9972531905392678,21,729,-0.002656750134150872
expert2_always,full_test,theft,81,0.6923076923076923,0.4890282131661442,-0.2032794791415481,0.3277310924369748,0.9629629629629629,24,0,0.2962962962962963
expert3_always,full_test,benign,7475,0.006774398043070158,0.00975455586810685,0.0029801578250366924,0.004903486644271131,0.9125083612040134,469,1,0.06260869565217392
expert3_always,full_test,ddos,1425033,0.0,0.000398335406828086,0.000398335406828086,0.31520532741398444,0.00019929363039312072,284,0,0.00019929363039312072
expert3_always,full_test,dos,1576325,0.0005707853054494141,0.0004908541941081008,-7.993111134131333e-05,0.747104247104247,0.00024550774745055745,258,321,-3.9966377491951214e-05
expert3_always,full_test,reconnaissance,266491,0.3185017448048801,0.24730606932960106,-0.07119567547527902,0.14115585555151877,0.9972306757076224,0,714,-0.0026792649657962184
expert3_always,full_test,theft,81,0.6923076923076923,0.4876543209876543,-0.20465337132003797,0.32510288065843623,0.9753086419753086,25,0,0.30864197530864196
expert4_always,full_test,benign,7475,0.006774398043070158,0.037413001017853706,0.030638602974783546,0.019099245860659766,0.9096989966555183,448,1,0.05979933110367893
expert4_always,full_test,ddos,1425033,0.0,0.0004024638641439054,0.0004024638641439054,0.2428087986463621,0.00020139884479868187,287,0,0.00020139884479868187
expert4_always,full_test,dos,1576325,0.0005707853054494141,0.0004908538828190994,-7.993142263031474e-05,0.7456647398843931,0.00024550774745055745,258,321,-3.9966377491951214e-05
expert4_always,full_test,reconnaissance,266491,0.3185017448048801,0.1670218380117106,-0.15147990679316947,0.09114043474877347,0.9976021704297706,0,615,-0.002307770243648003
expert4_always,full_test,theft,81,0.6923076923076923,0.1947565543071161,-0.49755113800057615,0.10833333333333334,0.9629629629629629,24,0,0.2962962962962963
legacy,full_test,benign,7475,0.006774398043070158,0.006774398043070158,0.0,0.003400752415802873,0.8498996655518395,0,0,0.0
legacy,full_test,ddos,1425033,0.0,0.0,0.0,0.0,0.0,0,0,0.0
legacy,full_test,dos,1576325,0.0005707853054494141,0.0005707853054494141,0.0,1.0,0.0002854741249425087,0,0,0.0
legacy,full_test,reconnaissance,266491,0.3185017448048801,0.3185017448048801,0.0,0.1894186792079968,0.9999099406734187,0,0,0.0
legacy,full_test,theft,81,0.6923076923076923,0.6923076923076923,0.0,0.72,0.6666666666666666,0,0,0.0
