class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,bot,0.5161290322580645,0.08205128205128205,0.1415929203539823,0.15841584158415842,0.08205128205128205,0.10810810810810811,-0.033484812245874185
1,ddos,0.9998437927129301,1.0,0.9999218902558095,0.9896779680674218,0.999882826231301,0.9947542257625801,-0.0051676644932293625
2,dos-goldeneye,0.9917914051183003,0.9975716367168529,0.9946731234866828,0.9620786516853933,0.9980573093734822,0.9797377830750894,-0.01493534041159339
3,dos-hulk,0.9983479338304023,0.9995212082961544,0.9989342265529841,0.9901329993954573,0.9980413066660863,0.9940714247005907,-0.004862801852393406
4,dos-slowhttptest,0.9692307692307692,0.8032786885245902,0.8784860557768924,0.7634782608695653,0.7996357012750456,0.7811387900355872,-0.09734726574130526
5,dos-slowloris,0.9887640449438202,0.9879101899827288,0.9883369330453564,0.877488514548239,0.9896373056994818,0.9301948051948052,-0.05814212785055117
6,ftp-patator,0.9993252361673415,0.9926273458445041,0.995965030262273,0.9986513823331086,0.9926273458445041,0.9956302521008403,-0.0003347781614326806
7,heartbleed,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337
8,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.5714285714285714,0.5,-0.33333333333333337
9,normal,0.9985825795733235,0.9997117952734424,0.9991468683692653,0.9985447932879966,0.9978703650739872,0.9982074652634498,-0.0009394031058154173
10,portscan,0.9998738409133918,0.9983309715005511,0.9991018105608169,0.9999366507237655,0.9941426547000473,0.9970312351956543,-0.0020705753651626413
11,ssh-patator,1.0,0.99830220713073,0.9991503823279524,0.9671052631578947,0.99830220713073,0.9824561403508771,-0.016694241977075253
12,web-attack-�-brute-force,0.68561872909699,0.6788079470198676,0.6821963394342762,0.7428571428571429,0.17218543046357615,0.27956989247311825,-0.4026264469611579
13,web-attack-�-sql-injection,0.5,0.25,0.3333333333333333,0.010869565217391304,0.25,0.020833333333333332,-0.3125
14,web-attack-�-xss,0.2631578947368421,0.26717557251908397,0.26515151515151514,0.3333333333333333,0.03816793893129771,0.0684931506849315,-0.19665836446658364
