class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.99564,0.99687,0.99459,0.00228,0.0009,0.00223,local_classifier,2170,injection,1489,38675,37283
password,probe_access,False,100000,0.99777,1.0,0.95078,0.04922,0.0,0.0,gate,4,injection,3,227,788
xss,application,False,100000,0.99141,0.99557,0.97722,0.01835,0.00348,0.00095,gate,8306,dos,4851,40545,54578
injection,application,False,76356,0.9353554403059353,0.9592435434019593,0.9082455864634082,0.050997956938551,0.03495468594478496,0.005801770653255801,gate,685,xss,348,109,544
dos,flood,False,40692,0.8222992234345817,0.999655952029883,0.9067138503882827,0.09294210164160031,0.0,0.00034404797011697633,gate,4882,xss,3086,78,3447
backdoor,stealth_malware,True,40678,0.9992133339888883,0.9990166674861104,0.9969516692069423,0.0020649982791681007,0.0,0.0009833325138895717,gate,0,,0,52307,9540
mitm,stealth_malware,True,1204,0.8081395348837209,0.9933554817275747,0.0,0.9933554817275747,0.0,0.006644518272425249,gate,0,,0,0,0
ransomware,stealth_malware,True,795,0.9735849056603774,0.9949685534591195,0.0,0.9949685534591195,0.0,0.005031446540880503,gate,0,,0,0,0
