expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9698134933045234,0.02182219394231945,0.02388515196811161,0.38753,,0.4073
probe_access,password,"scanning,password",True,0.95078,1.1119605254013483e-05,1.2855508371078533e-05,0.00227,,0.00788
application,"injection,xss","injection,xss",False,0.9644639252421239,0.021082052024039327,0.03495252586399655,0.40654,,0.55122
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9502542353023877,0.0,0.0,0.52307,,0.0954
benign,benign,benign,True,0.86944,0.014186742074066018,0.011892872393361165,0.99045,,
