arm,split,rows,macro_f1,tail_f1,benign_fpr,accuracy,delta_macro_f1,delta_tail_f1,delta_benign_fpr,proposed,accepted,logical_expert_calls,diagnostic_all_expert_policy,changed,helpful,harmful
legacy,cal_confirm,30917,0.39603368346395457,1.0,0.0,0.03017757220946405,0.0,0.0,0.0,0,0,0,False,0,0,0
global,full_test,3275405,0.3460013934654594,0.8082901554404145,0.08923076923076922,0.0835856939828815,0.0,0.0,0.0,0,0,0,False,0,0,0
correctness_oracle,full_test,3275405,0.356671481884469,0.8586956521739131,0.04280936454849493,0.0839911400269585,0.010670088419009627,0.05040549673349859,-0.04642140468227429,0,1328,0,False,1328,1328,0
expert1_always,full_test,3275405,0.234260195969984,0.6370967741935484,0.08976588628762538,0.0834034264465005,-0.1117411974954754,-0.17119338124686612,0.0005351170568561603,0,442787,0,False,442787,331,928
expert2_always,full_test,3275405,0.2927304965035953,0.5324232081911263,0.09070234113712372,0.08369529874931497,-0.0532708969618641,-0.2758669472492882,0.0014715719063544963,0,7002,0,False,7002,574,215
expert3_always,full_test,3275405,0.18471948271649463,0.5505226480836237,0.04775919732441469,0.0794475797649451,-0.16128191074896475,-0.25776750735679077,-0.04147157190635453,0,836623,0,False,836623,1008,14562
legacy,full_test,3275405,0.3460013934654594,0.8082901554404145,0.08923076923076922,0.0835856939828815,0.0,0.0,0.0,0,0,0,False,0,0,0
