arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
legacy,cal_confirm,benign,268,0.01758587880179796,0.01758587880179796,0.0,0.008870941047962662,1.0,0,0,0.0
legacy,cal_confirm,ddos,14978,0.0,0.0,0.0,0.0,0.0,0,0,0.0
legacy,cal_confirm,dos,14996,0.0,0.0,0.0,0.0,0.0,0,0,0.0
legacy,cal_confirm,reconnaissance,666,0.962582538517975,0.962582538517975,0.0,0.9411764705882353,0.984984984984985,0,0,0.0
legacy,cal_confirm,theft,9,1.0,1.0,0.0,1.0,1.0,0,0,0.0
global,full_test,benign,7475,0.004588735893580151,0.004588735893580151,0.0,0.0023001624101161196,0.9107692307692308,0,0,0.0
global,full_test,ddos,1425033,0.0,0.0,0.0,0.0,0.0,0,0,0.0
global,full_test,dos,1576325,0.0005846792476281491,0.0005846792476281491,0.0,0.7582236842105263,0.0002924523813299922,0,0,0.0
global,full_test,reconnaissance,266491,0.9165433967456741,0.9165433967456741,0.0,0.846107676038223,0.9997710992116057,0,0,0.0
global,full_test,theft,81,0.8082901554404145,0.8082901554404145,0.0,0.6964285714285714,0.9629629629629629,0,0,0.0
correctness_oracle,full_test,benign,7475,0.004588735893580151,0.0048225090864361456,0.00023377319285599468,0.0024173440635705742,0.9571906354515051,347,0,0.04642140468227425
correctness_oracle,full_test,ddos,1425033,0.0,0.0003985067223453524,0.0003985067223453524,0.9861111111111112,0.00019929363039312072,284,0,0.00019929363039312072
correctness_oracle,full_test,dos,1576325,0.0005846792476281491,0.0014301508251260257,0.0008454715774978767,0.9973474801061007,0.0007155884731892217,667,0,0.00042313609185922954
correctness_oracle,full_test,reconnaissance,266491,0.9165433967456741,0.9180105906145244,0.0014671938688503028,0.848533387681794,0.9998799208978915,29,0,0.0001088216862858408
correctness_oracle,full_test,theft,81,0.8082901554404145,0.8586956521739131,0.05040549673349859,0.7669902912621359,0.9753086419753086,1,0,0.012345679012345678
expert1_always,full_test,benign,7475,0.004588735893580151,0.0053543288497518195,0.0007655929561716686,0.0026850616806497188,0.9102341137123746,27,31,-0.0005351170568561873
expert1_always,full_test,ddos,1425033,0.0,0.000398323115784395,0.000398323115784395,0.30052910052910053,0.00019929363039312072,284,0,0.00019929363039312072
expert1_always,full_test,dos,1576325,0.0005846792476281491,0.0,-0.0005846792476281491,0.0,0.0,0,461,-0.0002924523813299922
expert1_always,full_test,reconnaissance,266491,0.9165433967456741,0.5284515536908352,-0.3880918430548389,0.35934445805804077,0.998206318412254,19,436,-0.0015647807993515728
expert1_always,full_test,theft,81,0.8082901554404145,0.6370967741935484,-0.17119338124686612,0.47305389221556887,0.9753086419753086,1,0,0.012345679012345678
expert2_always,full_test,benign,7475,0.004588735893580151,0.004573387152664467,-1.5348740915683938e-05,0.0022924586306834645,0.9092976588628763,31,42,-0.001471571906354515
expert2_always,full_test,ddos,1425033,0.0,2.806948601262425e-06,2.806948601262425e-06,1.0,1.4034762703740897e-06,2,0,1.4034762703740897e-06
expert2_always,full_test,dos,1576325,0.0005846792476281491,0.0012386051809701055,0.0006539259333419564,0.7778662420382165,0.0006197960445974022,516,0,0.00032734366326741
expert2_always,full_test,reconnaissance,266491,0.9165433967456741,0.9254144750446144,0.008871078298940294,0.8617652008440239,0.9992157333643538,25,173,-0.0005553658472518772
expert2_always,full_test,theft,81,0.8082901554404145,0.5324232081911263,-0.2758669472492882,0.36792452830188677,0.9629629629629629,0,0,0.0
expert3_always,full_test,benign,7475,0.004588735893580151,0.0065675990756644065,0.0019788631820842556,0.0032951628971509203,0.9522408026755853,333,23,0.04147157190635452
expert3_always,full_test,ddos,1425033,0.0,0.0,0.0,0.0,0.0,0,0,0.0
expert3_always,full_test,dos,1576325,0.0005846792476281491,0.001428479987020732,0.0008438007393925829,0.7151015228426396,0.0007149540862449051,666,0,0.00042250170491491283
expert3_always,full_test,reconnaissance,266491,0.9165433967456741,0.36507868643616426,-0.5514647103095098,0.2262267844954557,0.9452439294385176,8,14539,-0.054527169773088024
expert3_always,full_test,theft,81,0.8082901554404145,0.5505226480836237,-0.25776750735679077,0.38349514563106796,0.9753086419753086,1,0,0.012345679012345678
legacy,full_test,benign,7475,0.004588735893580151,0.004588735893580151,0.0,0.0023001624101161196,0.9107692307692308,0,0,0.0
legacy,full_test,ddos,1425033,0.0,0.0,0.0,0.0,0.0,0,0,0.0
legacy,full_test,dos,1576325,0.0005846792476281491,0.0005846792476281491,0.0,0.7582236842105263,0.0002924523813299922,0,0,0.0
legacy,full_test,reconnaissance,266491,0.9165433967456741,0.9165433967456741,0.0,0.846107676038223,0.9997710992116057,0,0,0.0
legacy,full_test,theft,81,0.8082901554404145,0.8082901554404145,0.0,0.6964285714285714,0.9629629629629629,0,0,0.0
