expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.004187983721842925,0.021434888243675232,0.9991224143617773,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
1,Balanced_Global,0.5255999123157482,0.3513614237308502,0.997367243085332,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2,Tail_Expert,0.3844813016868612,0.4619944393634796,0.9878153938439621,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14"
3,ConfMat_Focus,0.00010606965948103652,0.01333438791334629,0.9945484249032213,"0, 1, 2, 3, 4, 5, 8, 9, 10, 12, 14"
4,Spec_Group1_volume,0.007248093397870828,0.03206528723239899,0.9216105815989107,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
5,Spec_Group2_timing,0.014802020980578645,0.041778381913900375,0.801748274418961,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
6,Spec_Group3_packet,0.0006222753356220808,0.006928525399416685,0.856946680556871,"0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14"
7,Spec_Group4_tcp,0.05707785159440377,0.045604102313518524,0.700795152458253,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
8,Rand_1_volume,0.001226872394663989,0.009444530121982098,0.9602555842559153,"1, 2, 3, 4, 5, 6, 8, 9, 10"
9,Rand_2_packet,0.003894524330612057,0.007915305905044079,0.8695091086776756,"0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14"
10,Rand_3_volume,0.0007530945823153593,0.008138824254274368,0.9446322362564348,"0, 1, 5, 6, 9, 10, 11, 12, 13, 14"
