class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3499643,0,0,3283,0
bot,41542,41419,0,0,123,0
brute_force,115040,115020,0,0,20,0
ddos,264872,244331,0,0,20541,0
dos,60594,38839,0,0,21755,0
infiltration,37631,10064,0,0,27567,0
web_attacks,509,466,0,0,43,0
