K,beta,tune_expert_balanced_nll
2,0.0,2.496523
2,0.5,4.330199
2,1.0,7.56848
4,0.0,1.195018
4,0.5,2.666071
4,1.0,5.663654
8,0.0,1.081036
8,0.5,2.704916
8,1.0,5.789765
