a,b,agreement
global,e1,0.7763
global,e2,0.9985
global,e3,0.8613
global,e4,0.8667
e1,e2,0.7754
e1,e3,0.913
e1,e4,0.9089
e2,e3,0.861
e2,e4,0.8657
e3,e4,0.9812
