round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.7039,1,,dropped(min-support)
0,3,0.7114,6,,dropped(min-support)
0,4,0.7106,0,,dropped(min-support)
0,7,0.6746,32,,dropped(min-support)
0,2,0.0358,2252,6.8566,kept(prune off)
0,5,0.8571,82503,0.0027,kept(prune off)
0,6,0.7084,129,0.1437,kept(prune off)
0,8,0.7164,879,0.2766,kept(prune off)
