cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15813,0.6880545329728486,37.759478464819395,0,0,0,0,0,15792,21
1,1928820,0.035179320407582204,0.01367403441733202,1738560,20639,18779,131248,19594,0,0
2,2964,0.009988759450416206,13.777098915512898,2690,0,0,0,1,42,231
3,3019,0.00692156135237467,1.7188654555553209,146,0,0,0,0,2873,0
