class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,48245,48245,0,3499643,3499643
bot,10,10,0,41419,41419
brute_force,21118,21118,0,115020,115020
ddos,8,8,0,244331,244331
dos,13,13,0,38839,38839
infiltration,512,512,0,10064,10064
web_attacks,3426,3426,0,466,466
