expert,class,rows,mean_gain,frac_positive
1,benign,15000,-0.9662323443942,0.0006
1,bot,15000,-0.00394917362203482,0.0024666666666666665
1,brute_force,15001,0.0001588985899850787,0.6712219185387641
1,ddos,15001,-0.012673980612599303,0.0009999333377774815
1,dos,15003,-0.003137237076406352,0.12117576484703059
1,infiltration,15000,0.8001558289794363,0.5978
1,web_attacks,381,33.04211761542008,0.7637795275590551
2,benign,15000,-0.3023722117473511,0.08493333333333333
2,bot,15000,0.000612609904093716,0.9994666666666666
2,brute_force,15001,0.01310254285884772,0.9907339510699287
2,ddos,15001,-7.439027694757319e-06,0.511632557829478
2,dos,15003,-0.009995303922008467,0.46090781843631273
2,infiltration,15000,0.6182497271679362,0.9444666666666667
2,web_attacks,381,38.40640021910815,0.9973753280839895
3,benign,15000,-0.0134717817398649,0.3822
3,bot,15000,-0.022012733805669912,0.0
3,brute_force,15001,-0.03803547445724932,0.0
3,ddos,15001,-0.006889603610234504,0.03646423571761882
3,dos,15003,-0.06976360251569313,0.028794241151769647
3,infiltration,15000,0.018385054431469934,0.3318
3,web_attacks,381,24.491113452586404,0.5905511811023622
