class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,20000,19948,0,0,52,0
bot,20000,19932,0,0,68,0
brute_force,20002,19998,0,0,4,0
ddos,20002,17554,0,0,2448,0
dos,20005,12840,0,0,7165,0
infiltration,20000,6288,0,0,13712,0
web_attacks,509,324,0,0,185,0
