K,beta,tune_expert_balanced_nll
2,0.0,2.774495
2,0.5,4.766137
2,1.0,8.744035
4,0.0,0.930295
4,0.5,2.299586
4,1.0,5.571529
8,0.0,1.203399
8,0.5,3.15813
8,1.0,7.24495
