class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497577,0,0,5349,0
bot,41542,41416,0,0,126,0
brute_force,115040,115020,0,0,20,0
ddos,264872,232476,0,0,32396,0
dos,60594,38846,0,0,21748,0
infiltration,37631,10555,0,0,27076,0
web_attacks,509,241,0,0,268,0
