expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8075,9,38892,0.658,0.5938
2,202121,normgain,0.9492,106,10152,0.7477,0.7593
3,202121,normgain,0.8925,1,21719,0.7854,0.3825
4,202121,normgain,0.8786,0,24541,0.6888,0.2905
5,202121,normgain,0.935,2,13140,0.6455,0.3722
