cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15365,0.7107398718812057,41.360630092216404,0,0,0,0,1,15364,0
1,1969666,0.08736521640213227,0.03631284978791777,1740949,20642,57189,131268,19618,0,0
2,102,0.004932233662316195,2615.686131747375,0,0,0,0,0,0,102
3,3363,0.017235757901915272,4.195829985815991,20,0,0,0,0,3343,0
4,405,0.0007680157860091186,1.5524924182839555,0,0,0,405,0,0,0
