a,b,gain_pearson_r
e1,e2,0.8777
e1,e3,0.9841
e1,e4,0.9547
e1,e5,0.9221
e2,e3,0.871
e2,e4,0.8556
e2,e5,0.8872
e3,e4,0.9682
e3,e5,0.9383
e4,e5,0.951
