expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15365,12761,15365,0,0,0,0,1,15364,0
2,1969666,12761,186000,127228,8120,39821,8305,2526,0,0
3,102,12761,102,0,0,0,0,0,0,102
4,3363,12761,3363,20,0,0,0,0,3343,0
5,405,12761,405,0,0,0,405,0,0,0
