class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,60355,60355,0,3497577,3497577
bot,112,112,0,41416,41416
brute_force,21110,21110,0,115020,115020
ddos,205,205,0,232476,232476
dos,3,3,0,38846,38846
infiltration,3116,3116,0,10555,10555
web_attacks,2082,2082,0,241,241
