a,b,agreement
global,e1,0.8104
global,e2,0.9672
global,e3,0.9247
global,e4,0.855
global,e5,0.8693
e1,e2,0.7849
e1,e3,0.8747
e1,e4,0.9527
e1,e5,0.9352
e2,e3,0.8953
e2,e4,0.8294
e2,e5,0.8476
e3,e4,0.9181
e3,e5,0.9212
e4,e5,0.9781
