bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,15365,15365,True,False
residual,2,186000,1969666,True,True
residual,3,102,102,True,False
residual,4,3363,3363,True,False
residual,5,405,405,True,False
