tau_pre,tau_post,proposal_rate,accepted,helpful,harmful,harm_frac,benign_fpr_added,net_gain,feasible
-80.5098648071289,0.0,0.9999,595,181,4,0.0216,0.002069,2714.5,False
-80.5098648071289,0.25,0.9999,280,181,4,0.0216,0.002069,2613.6,False
-80.5098648071289,0.5,0.9999,260,181,4,0.0216,0.002069,2605.8,False
-80.5098648071289,1.0,0.9999,125,59,4,0.0635,0.002069,2230.2,False
-80.5098648071289,2.0,0.9999,70,10,4,0.2857,0.002069,2124.9,False
-80.5098648071289,4.0,0.9999,50,9,3,0.25,0.001379,1943.1,False
-80.5098648071289,8.0,0.9999,27,3,1,0.25,0.00069,668.5,False
0.0015209598233923314,0.0,0.7,286,180,4,0.0217,0.002069,2352.9,False
0.0015209598233923314,0.25,0.7,260,180,4,0.0217,0.002069,2260.2,False
0.0015209598233923314,0.5,0.7,242,180,4,0.0217,0.002069,2252.7,False
0.0015209598233923314,1.0,0.7,109,58,4,0.0645,0.002069,1877.2,False
0.0015209598233923314,2.0,0.7,57,9,4,0.3077,0.002069,1788.2,False
0.0015209598233923314,4.0,0.7,46,8,3,0.2727,0.001379,1676.8,False
0.0015209598233923314,8.0,0.7,26,3,1,0.25,0.00069,662.1,False
0.1917850524187088,0.0,0.5,261,176,3,0.0168,0.001379,1335.3,False
0.1917850524187088,0.25,0.5,252,176,3,0.0168,0.001379,1330.8,False
0.1917850524187088,0.5,0.5,235,176,3,0.0168,0.001379,1323.4,False
0.1917850524187088,1.0,0.5,102,54,3,0.0526,0.001379,947.9,False
0.1917850524187088,2.0,0.5,50,5,3,0.375,0.001379,858.9,False
0.1917850524187088,4.0,0.5,41,4,2,0.3333,0.00069,748.0,False
0.1917850524187088,8.0,0.5,25,2,1,0.3333,0.00069,431.5,False
3.341034460067749,0.0,0.4,72,30,3,0.0909,0.001379,719.2,False
3.341034460067749,0.25,0.4,72,30,3,0.0909,0.001379,719.2,False
3.341034460067749,0.5,0.4,72,30,3,0.0909,0.001379,719.2,False
3.341034460067749,1.0,0.4,43,3,3,0.5,0.001379,608.5,False
3.341034460067749,2.0,0.4,40,3,3,0.5,0.001379,595.6,False
3.341034460067749,4.0,0.4,31,2,2,0.5,0.00069,484.7,False
3.341034460067749,8.0,0.4,19,1,1,0.5,0.00069,293.6,False
5.351073408126831,0.0,0.35,43,4,3,0.4286,0.001379,601.4,False
5.351073408126831,0.25,0.35,43,4,3,0.4286,0.001379,601.4,False
5.351073408126831,0.5,0.35,43,4,3,0.4286,0.001379,601.4,False
5.351073408126831,1.0,0.35,41,3,3,0.5,0.001379,586.5,False
5.351073408126831,2.0,0.35,38,3,3,0.5,0.001379,573.6,False
5.351073408126831,4.0,0.35,29,2,2,0.5,0.00069,462.6,False
5.351073408126831,8.0,0.35,19,1,1,0.5,0.00069,293.6,False
5.481111192703247,0.0,0.3,41,4,3,0.4286,0.001379,579.4,False
5.481111192703247,0.25,0.3,41,4,3,0.4286,0.001379,579.4,False
5.481111192703247,0.5,0.3,41,4,3,0.4286,0.001379,579.4,False
5.481111192703247,1.0,0.3,39,3,3,0.5,0.001379,564.5,False
5.481111192703247,2.0,0.3,36,3,3,0.5,0.001379,551.6,False
5.481111192703247,4.0,0.3,27,2,2,0.5,0.00069,440.6,False
5.481111192703247,8.0,0.3,18,1,1,0.5,0.00069,298.1,False
5.542757272720337,0.0,0.2501,41,4,3,0.4286,0.001379,579.4,False
5.542757272720337,0.25,0.2501,41,4,3,0.4286,0.001379,579.4,False
5.542757272720337,0.5,0.2501,41,4,3,0.4286,0.001379,579.4,False
5.542757272720337,1.0,0.2501,39,3,3,0.5,0.001379,564.5,False
5.542757272720337,2.0,0.2501,36,3,3,0.5,0.001379,551.6,False
5.542757272720337,4.0,0.2501,27,2,2,0.5,0.00069,440.6,False
5.542757272720337,8.0,0.2501,18,1,1,0.5,0.00069,298.1,False
18.677188873291016,0.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.25,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.5,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,1.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,2.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,4.0,0.0022,6,0,0,0.0,0.0,123.4,False
18.677188873291016,8.0,0.0022,5,0,0,0.0,0.0,101.4,False
18.677188873291016,0.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.25,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.5,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,1.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,2.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,4.0,0.0022,6,0,0,0.0,0.0,123.4,False
18.677188873291016,8.0,0.0022,5,0,0,0.0,0.0,101.4,False
18.677188873291016,0.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.25,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.5,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,1.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,2.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,4.0,0.0022,6,0,0,0.0,0.0,123.4,False
18.677188873291016,8.0,0.0022,5,0,0,0.0,0.0,101.4,False
18.677188873291016,0.0,0.0022,12,1,0,0.0,0.0,208.4,False
18.677188873291016,0.25,0.0022,12,1,0,0.0,0.0,208.4,False
