true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,stability,tta_weight
dos-slowloris,1159,DDoS_Scan,False,portscan,0.9930734634399414,portscan,0.9804430603981018,0.8569444131443974,0.16529009950701906
dos-slowloris,1159,BruteForce,False,ssh-patator,0.9974991083145142,ssh-patator,0.9981240630149841,0.9998310540118465,0.19349451648282953
dos-slowloris,1159,WebBot,False,web-attack-�-brute-force,0.7842947840690613,web-attack-�-brute-force,0.7704610228538513,0.8252411036214525,0.15924921678720586
dos-slowloris,1159,Tail,False,web-attack-�-sql-injection,0.9426353573799133,web-attack-�-sql-injection,0.7511540055274963,0.8872322285753572,0.17128734362764036
dos-slowhttptest,1100,Benign,False,benign,0.9929136037826538,benign,0.8979212641716003,0.7040363722131784,0.13701351491212485
dos-slowhttptest,1100,DoS,True,dos-slowhttptest,0.9971342086791992,dos-slowhttptest,0.8338506817817688,0.8471796968443089,0.1649729629646487
dos-slowhttptest,1100,DDoS_Scan,False,portscan,0.9965476393699646,portscan,0.9734592437744141,0.8728861073549966,0.16967495064073515
dos-slowhttptest,1100,BruteForce,False,ssh-patator,0.9976000785827637,ssh-patator,0.9981846809387207,0.9998339984108533,0.19498493949429552
dos-slowhttptest,1100,WebBot,False,web-attack-�-brute-force,0.7659739851951599,bot,0.7637037038803101,0.8284534573663506,0.16107905960318006
dos-slowhttptest,1100,Tail,False,web-attack-�-sql-injection,0.941097617149353,web-attack-�-sql-injection,0.7379239201545715,0.8855615472488997,0.1722745723850157
bot,393,Benign,False,benign,0.8886023163795471,benign,0.8952434659004211,0.74966993389062,0.13365220132732852
bot,393,DoS,False,dos-slowloris,0.9009116888046265,dos-slowloris,0.7824583053588867,0.8774377572526239,0.1564211539671932
bot,393,DDoS_Scan,False,ddos,0.9979490041732788,ddos,0.9898610711097717,0.9797431775074371,0.17472470262925313
bot,393,BruteForce,False,ssh-patator,0.9987282156944275,ssh-patator,0.998923122882843,0.99992631325248,0.17841507270448334
bot,393,WebBot,True,bot,0.9984278678894043,bot,0.9983890056610107,0.9999462201331182,0.17841893312654042
bot,393,Tail,False,infiltration,0.9353620409965515,infiltration,0.943158745765686,0.9996598106597656,0.1783679362452014
web-attack-�-brute-force,302,Benign,False,benign,0.9818682074546814,benign,0.9007102251052856,0.6910728641356958,0.132637202024456
web-attack-�-brute-force,302,DoS,False,dos-slowhttptest,0.8050618171691895,dos-slowloris,0.7501139640808105,0.8817335860466128,0.16931836245498016
web-attack-�-brute-force,302,DDoS_Scan,False,portscan,0.9993447661399841,portscan,0.961601197719574,0.9164346571531661,0.17578927025060084
web-attack-�-brute-force,302,BruteForce,False,ssh-patator,0.9994397759437561,ssh-patator,0.9995478987693787,0.999978305699262,0.19216507504007485
web-attack-�-brute-force,302,WebBot,True,web-attack-�-brute-force,0.7420884966850281,web-attack-�-brute-force,0.7359935641288757,0.8348912899665583,0.16008836407492047
web-attack-�-brute-force,302,Tail,False,web-attack-�-sql-injection,0.9526146650314331,web-attack-�-sql-injection,0.742251455783844,0.8862635197956868,0.1700017261549677
web-attack-�-xss,130,Benign,False,benign,0.9781352877616882,benign,0.9000805020332336,0.6961358409832842,0.13300537180107067
web-attack-�-xss,130,DoS,False,dos-slowhttptest,0.7840855717658997,dos-slowloris,0.7170015573501587,0.8787812973771274,0.168050269432419
web-attack-�-xss,130,DDoS_Scan,False,portscan,0.9994663000106812,portscan,0.954322338104248,0.9246323791433586,0.17670060757572068
web-attack-�-xss,130,BruteForce,False,ssh-patator,0.9996140599250793,ssh-patator,0.9996269941329956,0.9999951759861399,0.1914423365353244
web-attack-�-xss,130,WebBot,True,web-attack-�-xss,0.6744044423103333,bot,0.6976025104522705,0.8369651430315177,0.15986074132685082
web-attack-�-xss,130,Tail,False,web-attack-�-sql-injection,0.9522490501403809,web-attack-�-sql-injection,0.7202575206756592,0.8947849521174187,0.17094067332861437
infiltration,7,Benign,False,benign,0.8938107490539551,benign,0.8806110620498657,0.7423221441910944,0.1324418695148239
infiltration,7,DoS,False,dos-slowloris,0.6428178548812866,dos-goldeneye,0.6786156892776489,0.8836597038917855,0.15779954421357062
infiltration,7,DDoS_Scan,False,ddos,0.999902069568634,ddos,0.9997652769088745,0.9999610198527077,0.17882612171409748
infiltration,7,BruteForce,False,ssh-patator,0.9997342228889465,ssh-patator,0.9997342228889465,0.9999999520920887,0.178833152379434
infiltration,7,WebBot,False,bot,0.6704506874084473,bot,0.7582048773765564,0.9695341603306428,0.17329900446536747
infiltration,7,Tail,True,infiltration,0.9627513289451599,infiltration,0.9606813788414001,0.9998157283333324,0.1788003077127065
web-attack-�-sql-injection,4,Benign,False,benign,0.9245479106903076,benign,0.9144402742385864,0.7185744046477848,0.14089388865457436
web-attack-�-sql-injection,4,DoS,False,dos-goldeneye,0.7942412495613098,dos-goldeneye,0.90337073802948,0.8020623732473352,0.15718461061005123
web-attack-�-sql-injection,4,DDoS_Scan,False,portscan,0.998536229133606,portscan,0.9344902038574219,0.8702794502904546,0.17038997837264686
web-attack-�-sql-injection,4,BruteForce,False,ssh-patator,0.9972872138023376,ssh-patator,0.9980232119560242,0.9997973919020046,0.1959964232561959
web-attack-�-sql-injection,4,WebBot,False,web-attack-�-xss,0.825027346611023,bot,0.8477938175201416,0.8169669186601708,0.1601165046745847
web-attack-�-sql-injection,4,Tail,True,web-attack-�-sql-injection,0.9603753089904785,web-attack-�-sql-injection,0.8395092487335205,0.8953052013487686,0.17541859443194696
heartbleed,2,Benign,False,benign,0.8726477026939392,benign,0.6151772737503052,0.7866728798001486,0.1496896840249205
heartbleed,2,DoS,False,dos-goldeneye,0.7764216661453247,dos-goldeneye,0.7768190503120422,0.9615089650940463,0.18291076706002846
heartbleed,2,DDoS_Scan,False,portscan,0.9882826805114746,ddos,0.9988577365875244,0.8382292544602647,0.15938503721744957
heartbleed,2,BruteForce,False,ssh-patator,0.9983477592468262,ssh-patator,0.9983477592468262,0.9999324086491429,0.19022286913758563
heartbleed,2,WebBot,False,web-attack-�-brute-force,0.7557280659675598,bot,0.866894006729126,0.8476713899059352,0.1611830883889121
heartbleed,2,Tail,True,heartbleed,0.9633010029792786,heartbleed,0.7533767223358154,0.8230389383164369,0.15660855417110375
