true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,stability,tta_weight
benign,454537,Benign,True,benign,0.9988889694213867,benign,0.9988526701927185,0.9992976428947203,0.17817552245002988
benign,454537,DoS,False,dos-slowloris,0.8160287141799927,dos-slowloris,0.752224326133728,0.8463673259921878,0.1507495670665528
benign,454537,DDoS_Scan,False,portscan,0.9929051995277405,ddos,0.9864066243171692,0.9305276284443794,0.1653176726025796
benign,454537,BruteForce,False,ssh-patator,0.997153639793396,ssh-patator,0.998140275478363,0.9992385663339068,0.17816214163928895
benign,454537,WebBot,False,bot,0.8172164559364319,bot,0.8497059941291809,0.9078936686288895,0.16133797014580786
benign,454537,Tail,False,web-attack-�-sql-injection,0.7312739491462708,infiltration,0.7193275690078735,0.9343622943401093,0.1662571260957409
dos-hulk,46025,Benign,False,benign,0.9990049600601196,benign,0.9128442406654358,0.738709107943388,0.13903193728241417
dos-hulk,46025,DoS,True,dos-hulk,0.9996718764305115,dos-hulk,0.8534110188484192,0.8734538838249725,0.16461439990317117
dos-hulk,46025,DDoS_Scan,False,portscan,0.9949603080749512,ddos,0.9861570000648499,0.9212311533793998,0.17329321109769547
dos-hulk,46025,BruteForce,False,ssh-patator,0.9971968531608582,ssh-patator,0.9979700446128845,0.9998110768751232,0.18875472381699623
dos-hulk,46025,WebBot,False,bot,0.6861288547515869,bot,0.7484910488128662,0.8608095423181673,0.16193115605123248
dos-hulk,46025,Tail,False,web-attack-�-sql-injection,0.7951882481575012,web-attack-�-sql-injection,0.7191025614738464,0.9154815855144287,0.17237457184849048
portscan,31786,Benign,False,benign,0.9981492161750793,benign,0.8808877468109131,0.690514275164346,0.12786059842752673
portscan,31786,DoS,False,dos-slowloris,0.9481083154678345,dos-slowloris,0.8095211982727051,0.8405842465730284,0.1555969003977425
portscan,31786,DDoS_Scan,True,portscan,0.9999880790710449,portscan,0.9576473236083984,0.950126922487248,0.17589698044562213
portscan,31786,BruteForce,False,ssh-patator,0.99838787317276,ssh-patator,0.9984893202781677,0.9980214931769491,0.18491273336386416
portscan,31786,WebBot,False,bot,0.9081076383590698,bot,0.9202623963356018,0.9605858851042807,0.17775636830167615
portscan,31786,Tail,False,web-attack-�-sql-injection,0.6971355080604553,infiltration,0.7521310448646545,0.9613469044013915,0.17797641906356834
ddos,25606,Benign,False,benign,0.9995011687278748,benign,0.9010083079338074,0.7437853532628916,0.1366958053690262
ddos,25606,DoS,False,dos-hulk,0.9837580323219299,dos-hulk,0.8173812031745911,0.8102669742193703,0.14897582629187756
ddos,25606,DDoS_Scan,True,ddos,0.9999874234199524,ddos,0.9998770952224731,0.9999728939427818,0.1842636026454781
ddos,25606,BruteForce,False,ssh-patator,0.9959855675697327,ssh-patator,0.9975050091743469,0.9996851218518681,0.18421031459934378
ddos,25606,WebBot,False,bot,0.6532571315765381,bot,0.7739537358283997,0.9277584040763066,0.1707141227141516
ddos,25606,Tail,False,infiltration,0.5608528852462769,infiltration,0.6642808318138123,0.9508728113817788,0.1751403283801228
dos-goldeneye,2059,Benign,False,benign,0.9967954754829407,benign,0.9058237671852112,0.7282573086188603,0.1384588772432842
dos-goldeneye,2059,DoS,True,dos-goldeneye,0.9994980692863464,dos-goldeneye,0.9413819313049316,0.9701543097497978,0.18475658905058473
dos-goldeneye,2059,DDoS_Scan,False,portscan,0.995972216129303,portscan,0.9877999424934387,0.8539936383790205,0.16219039567011598
dos-goldeneye,2059,BruteForce,False,ssh-patator,0.9970649480819702,ssh-patator,0.9979103803634644,0.9998020551549972,0.19047050687075573
dos-goldeneye,2059,WebBot,False,web-attack-�-xss,0.8573885560035706,bot,0.7510321736335754,0.8157940539960509,0.15506649551506466
dos-goldeneye,2059,Tail,False,web-attack-�-sql-injection,0.9488890171051025,web-attack-�-sql-injection,0.7416912317276001,0.889269844482806,0.16905713565019473
ftp-patator,1588,Benign,False,benign,0.9972213506698608,benign,0.8766623139381409,0.7369788639770259,0.1472098212539395
ftp-patator,1588,DoS,False,dos-slowloris,0.80446857213974,dos-slowloris,0.7590292096138,0.8597435046776005,0.1723258697691012
ftp-patator,1588,DDoS_Scan,False,portscan,0.9930016994476318,portscan,0.9951192736625671,0.8452008051694949,0.16888928140033438
ftp-patator,1588,BruteForce,True,ftp-patator,0.999739408493042,ftp-patator,0.9980573058128357,0.8428649579235787,0.1682293618701083
ftp-patator,1588,WebBot,False,web-attack-�-brute-force,0.924462616443634,bot,0.8146572709083557,0.8262273829367783,0.16503763331568505
ftp-patator,1588,Tail,False,web-attack-�-sql-injection,0.9525056481361389,web-attack-�-sql-injection,0.7442034482955933,0.8917843236073376,0.1783080323908315
ssh-patator,1179,Benign,False,benign,0.996151328086853,benign,0.8661314249038696,0.7337485837462692,0.14075177664607125
ssh-patator,1179,DoS,False,dos-slowloris,0.8702506422996521,dos-slowloris,0.7445158362388611,0.8590366822069513,0.1651431231761706
ssh-patator,1179,DDoS_Scan,False,portscan,0.9971534609794617,portscan,0.9795882701873779,0.8918961562671565,0.1710423074748687
ssh-patator,1179,BruteForce,True,ssh-patator,0.9997385740280151,ssh-patator,0.9997380375862122,0.9999993976347925,0.19234705110465822
ssh-patator,1179,WebBot,False,web-attack-�-brute-force,0.7945699691772461,web-attack-�-brute-force,0.7698421478271484,0.8329222461997946,0.15975637117461589
ssh-patator,1179,Tail,False,web-attack-�-sql-injection,0.9536008834838867,web-attack-�-sql-injection,0.7478185296058655,0.8908326237107143,0.17095937042361536
dos-slowloris,1159,Benign,False,benign,0.9962486028671265,benign,0.8774922490119934,0.716289389901444,0.13828715716136158
dos-slowloris,1159,DoS,True,dos-slowloris,0.9973350763320923,dos-slowloris,0.8543181419372559,0.891914933105161,0.17239166643394357
