expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.781,9934,34338,0.8613,0.5643
2,202121,normgain,0.9342,2310,10997,0.6171,0.6962
3,202121,normgain,0.8506,2326,27870,0.8496,0.4293
