class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,15515,15515,0,2209987,2209987
bot,30,30,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,313,313,0,255662,255662
dos,25,25,0,38854,38854
infiltration,1290001,1290001,0,31627,31627
web_attacks,3086,3086,0,467,467
