K,beta,tune_expert_balanced_nll
2,0.0,0.673369
2,0.5,1.54898
2,1.0,4.183448
4,0.0,0.759786
4,0.5,2.331179
4,1.0,6.228351
8,0.0,0.936519
8,0.5,2.718646
8,1.0,6.583509
