class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,benign,0.9986396232261807,0.9997007950930396,0.9991699274043795,0.9993682740089243,0.9884278102160875,0.9938679349629466,-0.005301992441432923
1,bot,0.4444444444444444,0.08205128205128205,0.13852813852813853,1.0,0.002564102564102564,0.005115089514066497,-0.13341304901407203
2,ddos,0.9998437927129301,1.0,0.9999218902558095,1.0,0.0027340546029762137,0.00545319985977486,-0.9944686903960346
3,dos-goldeneye,0.9941916747337851,0.9975716367168529,0.9958787878787879,0.9780952380952381,0.9975716367168529,0.9877374368838663,-0.008141350994921637
4,dos-hulk,0.9983481133715876,0.999630024592483,0.9989886577422056,0.6405615484447174,0.9989771268145118,0.7805931569281002,-0.21839550081410541
5,dos-slowhttptest,0.9714889123548046,0.8378870673952641,0.8997555012224939,0.9634966378482228,0.9134790528233151,0.9378214118747078,0.038065910652213875
6,dos-slowloris,0.9956521739130435,0.9887737478411054,0.9922010398613518,0.9301948051948052,0.9896373056994818,0.9589958158995816,-0.03320522396177017
7,ftp-patator,0.9993247805536799,0.9919571045576407,0.9956273124789775,0.9993220338983051,0.9879356568364611,0.9935962251432423,-0.0020310873357352044
8,heartbleed,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337
9,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.14285714285714285,0.14285714285714285,0.14285714285714285,-0.6904761904761905
10,portscan,0.9999368985644423,0.9980475515666825,0.9989913317572892,0.8621909088436114,0.9981105337742088,0.9251853581645163,-0.07380597359277286
11,ssh-patator,1.0,0.99830220713073,0.9991503823279524,1.0,0.99830220713073,0.9991503823279524,0.0
12,web-attack-�-brute-force,0.6938110749185668,0.7052980132450332,0.6995073891625616,0.7297297297297297,0.2682119205298013,0.3922518159806295,-0.3072555731819321
13,web-attack-�-sql-injection,0.6666666666666666,0.5,0.5714285714285714,0.08571428571428572,0.75,0.15384615384615385,-0.41758241758241754
14,web-attack-�-xss,0.28346456692913385,0.2748091603053435,0.27906976744186046,0.26036866359447003,0.8625954198473282,0.4,0.12093023255813956
