budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,250000,21.5,0.640353,0.436137,0.937154,0.493316,0.994652,0.0,0.999469
