class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3497824,0,0,5102,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,217658,0,0,47214,0
dos,60594,36782,0,0,23812,0
infiltration,37631,9781,0,0,27850,0
web_attacks,509,281,0,0,228,0
