expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8993,298,20062,0.567,0.6438
2,202121,normgain,0.9396,3492,8725,0.7866,0.6405
