K,beta,tune_expert_balanced_nll
2,0.0,1.742319
2,0.5,3.224856
2,1.0,6.59846
4,0.0,1.142348
4,0.5,2.690834
4,1.0,5.997657
8,0.0,1.003157
8,0.5,2.684875
8,1.0,6.335765
