class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,78090,78090,0,3497824,3497824
bot,7,7,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,149,149,0,217658,217658
dos,11,11,0,36782,36782
infiltration,2830,2830,0,9781,9781
web_attacks,2156,2156,0,281,281
