expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,16157,12761,16157,0,9,0,0,0,16028,120
2,1930943,12761,186000,92256,20595,18633,46418,6858,1240,0
