expert,class,rows,mean_gain,frac_positive
1,backdoor,30130,-0.6006113136296817,0.024759376037172254
1,benign,100000,-0.23790971220494952,0.00028
1,ddos,100000,0.001967434498504871,0.50268
1,dos,17072,-1.1363268321274027,0.009137769447047797
1,injection,50363,-0.4710851208513827,0.18958362289776223
1,mitm,822,-5.1198965544885615,0.0948905109489051
1,password,100000,-0.017673930840278254,0.41665
1,ransomware,539,45.84452556043945,0.9165120593692022
1,scanning,4471,40.85325920200406,0.9908297919928427
1,xss,100000,-0.03330276146818403,0.29678
2,backdoor,30130,0.22039936526310566,0.9539993362097577
2,benign,100000,-0.024583200257712278,0.39175
2,ddos,100000,0.03286090210290982,0.9005
2,dos,17072,-0.08717815965640861,0.9002460168697282
2,injection,50363,0.2375624724815504,0.9458928181403015
2,mitm,822,-2.0976588804668235,0.31873479318734793
2,password,100000,0.08099208098004175,0.92177
2,ransomware,539,42.77394396904105,0.8998144712430427
2,scanning,4471,30.826148836421538,0.972713039588459
2,xss,100000,0.05592325430468583,0.96978
3,backdoor,30130,0.1495059714710592,0.9465648854961832
3,benign,100000,-0.07459903258751566,0.21874
3,ddos,100000,0.031861573863351804,0.40288
3,dos,17072,-0.08395530088851928,0.20214386129334583
3,injection,50363,-0.35135532327675517,0.5277485455592399
3,mitm,822,-3.6163518625546898,0.012165450121654502
3,password,100000,-0.05441476102321658,0.2197
3,ransomware,539,57.11207870019991,0.987012987012987
3,scanning,4471,32.79974273496392,0.9751733392976962
3,xss,100000,-0.01925068336685307,0.25176
4,backdoor,30130,0.0132564800827581,0.48881513441752406
4,benign,100000,-0.2724884712697125,0.07699
4,ddos,100000,-0.015053590232921247,0.50382
4,dos,17072,-0.499672642312214,0.21520618556701032
4,injection,50363,0.33574260238355,0.7916128904155829
4,mitm,822,0.9674240251597764,0.5851581508515815
4,password,100000,-0.1624309469077773,0.01789
4,ransomware,539,37.26100449944585,0.8682745825602969
4,scanning,4471,31.88799833224198,0.9651084768508164
4,xss,100000,-0.034144364478845314,0.59358
5,backdoor,30130,-0.1256704101791412,0.14225024892134086
5,benign,100000,-0.18073028691909968,0.07678
5,ddos,100000,0.008974892901438042,0.50441
5,dos,17072,-0.572906270162902,0.10356138706654171
5,injection,50363,-0.19766166810657265,0.3083414411373429
5,mitm,822,-0.18245598476132277,0.3734793187347932
5,password,100000,-0.11549953859785171,0.20349
5,ransomware,539,39.819453667689125,0.8794063079777366
5,scanning,4471,30.25919769772923,0.968016103779915
5,xss,100000,0.04309544207343577,0.52936
6,backdoor,30130,-0.013782241456365035,0.465051443743777
6,benign,100000,-0.13068345045606547,0.18165
6,ddos,100000,-0.010653341228299841,0.29211
6,dos,17072,-0.5517536026314471,0.007966260543580132
6,injection,50363,-0.08503530408393672,0.7297817842463713
6,mitm,822,-7.200679372590756,0.0024330900243309003
6,password,100000,-0.0763884234896897,0.18411
6,ransomware,539,42.80847490419603,0.8942486085343229
6,scanning,4471,32.963813158000086,0.9843435473048535
6,xss,100000,0.01745930631312158,0.69301
7,backdoor,30130,-0.07019017433106373,0.4364420843013608
7,benign,100000,-0.12449584551166294,0.13182
7,ddos,100000,0.0029877491326399945,0.3596
7,dos,17072,-0.0812187740230355,0.10748594189315838
7,injection,50363,-0.4177137546272695,0.4572205785993686
7,mitm,822,-2.2439707201909567,0.13381995133819952
7,password,100000,-0.0906810676399447,0.20338
7,ransomware,539,45.96581452415699,0.8923933209647495
7,scanning,4471,28.55582661796203,0.9604115410422724
7,xss,100000,-0.017942008388959166,0.34631
