verifier_target,helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,route_nearest_centroid_macro,route_top1_noverify_macro
normgain,218,2431,-2213,0.0823,0.1904,0.1764,2271723,0.9265,31776,0.0735,-0.0042,0.003,0.0,1.25,7,0.6709650158882141,0.0,0.0,0.9683,1474302,2392,1266724,0.32,0.9374,521938.8,1204.3,0.0023,-0.0477,0.7968,0.7009,0.6678
