cal_rows,cal_rows_used,delta,verifier_alpha,verifier_target,q_corr,lower_bound_coverage_cal_insample,target_coverage,tau_pre,tau_post,cal_benign_fpr0
290529,176506,0.1,0.25,normgain,0.003,0.9,0.9,0.6709650158882141,0.0,0.008102
