cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,6307,0.3289775350904156,1.9338979832550214,0,0,0,0,0,6307,0
1,71861,0.1384083235750176,0.07133374777575223,14944,14993,14999,14999,9765,2161,0
2,380,0.013637675554922431,5.115911505906417,0,0,0,0,0,0,380
3,6479,0.3863234916814681,2.2434224564035468,0,0,0,0,1,6478,0
