round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.3528,0,,dropped(min-support)
0,3,0.47,0,,dropped(min-support)
0,7,0.7424,25,,dropped(min-support)
0,8,0.6502,0,,dropped(min-support)
0,1,0.1696,613,0.1431,kept(prune off)
0,4,0.1264,18015,0.0008,kept(prune off)
0,5,0.7526,106,1.5528,kept(prune off)
0,6,0.2898,1008,0.2823,kept(prune off)
