class,rows,weight,mean_residual,clipped_rows
benign,15000,0.8607547619047619,0.0628051581425162,4
bot,15000,0.8607547619047619,0.003528343305394949,7
brute_force,14999,0.8607691080565628,0.2567323189100504,0
ddos,14999,0.8607691080565628,0.002376392253116331,0
dos,14997,0.8607978017948517,0.3117015192179907,0
infiltration,15000,0.8607547619047619,1.8183878023082989,342
web_attacks,380,33.93251360991177,5.115911505906417,99
