expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,8603,12761,8603,0,0,0,0,0,8603,0
2,1972208,12761,186000,172093,2603,3402,4047,1790,2065,0
3,6232,12761,6232,0,0,0,0,2,6230,0
4,2330,12761,2330,2113,0,0,0,0,39,178
