K,beta,tune_expert_balanced_nll
2,0.0,1.118015
2,0.5,2.412726
2,1.0,4.955731
4,0.0,1.210353
4,0.5,2.562116
4,1.0,5.622564
8,0.0,1.081832
8,0.5,2.742158
8,1.0,6.361759
