class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,68096,68096,0,3414769,3414769
bot,7,7,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,248,248,0,221399,221399
dos,2,2,0,38804,38804
infiltration,85671,85671,0,13814,13814
web_attacks,2421,2421,0,336,336
