expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9217,2,15825,0.7689,0.0413
2,202121,normgain,0.8984,978,19555,0.798,-0.0301
3,202121,normgain,0.9227,0,15626,0.665,0.0683
4,202121,normgain,0.923,2,15556,0.6481,0.082
