a,b,agreement
global,e1,0.8429
global,e2,0.9901
global,e3,0.8549
global,e4,0.6479
e1,e2,0.8484
e1,e3,0.9378
e1,e4,0.7714
e2,e3,0.8515
e2,e4,0.6535
e3,e4,0.7206
