class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,108272,61798,-46474,3496230,3496192
bot,11,11,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,6,6,0,193163,231516
dos,3,3,0,38851,38851
infiltration,4598,4630,32,2070,10178
web_attacks,2120,2132,12,243,250
