a,b,agreement
global,e1,0.7765
global,e2,0.9732
global,e3,0.8324
global,e4,0.8416
e1,e2,0.8003
e1,e3,0.9376
e1,e4,0.9252
e2,e3,0.8563
e2,e4,0.8656
e3,e4,0.976
